,Distance,EntityID,ReferenceID,UCRGroup,Class,Latitude,Longitude,GeoHash,DateTime,AgencyID,Agency,EventRecord
EVE8477114879546875824:3235557752,10.77,EVE8477114879546875824:3235557752,AVCC-2015-00006340,24,24,32.40826792908417,-106.63955784290229,9tu0m7er,2015-08-09 22:51:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '24', 'Class': 'Vandalism', 'IRNumber': 'AVCC-2015-00006340', 'Crime': 'CRIM. DAMAGE TO PROP. >$1000', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '52XX DESERT PARK AVE, LAS CRUCES, NM 88012', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.63955784290229', 'YCoordinate': '32.40826792908417', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 22:51:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '10.77', 'label': 'Vandalism'}}, 'CustomHtml': ''}"
EVE1093397712296665768:3235558852,4.42,EVE1093397712296665768:3235558852,AVCC-2015-00017878,16,16,32.334499189788716,-106.78094441021128,9tspfnk6,2015-08-09 22:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '16', 'Class': 'Motor Vehicle Theft', 'IRNumber': 'AVCC-2015-00017878', 'Crime': 'UNLAWFUL TAKING OF MOTOR VEHICLE', 'AddressOfCrime': '18XX N ALAMEDA BLVD, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.78094441021128', 'YCoordinate': '32.334499189788716', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 22:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '4.42', 'label': 'Motor Vehicle Theft'}}, 'CustomHtml': ''}"
EVE15703028129855710435:3235557969,17.22,EVE15703028129855710435:3235557969,AVCC-2015-00006334,8,8,32.03484956153153,-106.6850586604176,9tsnhrf2,2015-08-09 20:34:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '8', 'Class': 'Assault - Aggravated', 'IRNumber': 'AVCC-2015-00006334', 'Crime': 'AGG. BATTERY AG HHM (NO GBH)', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '4XX S PEREA RD, CHAMBERINO, NM 88027', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.6850586604176', 'YCoordinate': '32.03484956153153', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 20:34:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '17.22', 'label': 'Assault - Aggravated'}}, 'CustomHtml': ''}"
EVE10489201005844728871:3235557965,8.30,EVE10489201005844728871:3235557965,AVCC-2015-00006330,9,9,32.16591332160574,-106.69560083402865,9tsnupds,2015-08-09 19:13:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '9', 'Class': 'Assault - Simple', 'IRNumber': 'AVCC-2015-00006330', 'Crime': 'BATTERY', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': 'MESQUITE MERCANTILE (12516 HIGHWAY, 4XX MESQUITE, NM, 88048', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.69560083402865', 'YCoordinate': '32.16591332160574', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 19:13:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '8.30', 'label': 'Assault - Simple'}}, 'CustomHtml': ''}"
EVE4270606453259697011:3235557994,8.61,EVE4270606453259697011:3235557994,AVCC-2015-00006327,26,26,32.39105974436206,-106.80790129650958,9tu0388g,2015-08-09 17:23:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '26', 'Class': 'All Other - Non-Criminal', 'IRNumber': 'AVCC-2015-00006327', 'Crime': 'CRIMINAL TRESPASS', 'LocationType': 'Convenience Store', 'AddressOfCrime': 'CHUCKYS, 8XX E THORPE RD, LAS CRUCES, NM 88007', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.80790129650958', 'YCoordinate': '32.39105974436206', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 17:23:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '8.61', 'label': 'All Other - Non-Criminal'}}, 'CustomHtml': ''}"
EVE2873352140538432635:3235559014,3.09,EVE2873352140538432635:3235559014,AVCC-2015-00017808,17,17,32.32306598978872,-106.73299851021129,9tspghpr,2015-08-09 13:20:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00017808', 'Crime': 'AUTO BURGLARY', 'LocationType': 'Parking Lot/Garage', 'AddressOfCrime': 'Ross, 30XX LOHMAN AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.73299851021129', 'YCoordinate': '32.32306598978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 13:20:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '3.09', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE17657508430085245963:3235556332,4.89,EVE17657508430085245963:3235556332,AVCC-2015-00017794,10,10,32.341806489788716,-106.78214931021128,9tspfpes,2015-08-09 10:30:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00017794', 'Crime': 'BURGLARY OF A DWELLING', 'AddressOfCrime': '22XX DONA ANA RD #108, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.78214931021128', 'YCoordinate': '32.341806489788716', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 10:30:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '4.89', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE15009014426297131343:3235556450,1.28,EVE15009014426297131343:3235556450,AVCC-2015-00017783,10,10,32.297280089788714,-106.73832021021128,9tspepe9,2015-08-09 03:45:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00017783', 'Crime': 'AGG. RESIDENTIAL BURGLARY', 'AddressOfCrime': '19XX WYOMING AVE, 9, 10, 11, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.73832021021128', 'YCoordinate': '32.297280089788714', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 03:45:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '1.28', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE11600259760503130166:3235557940,2.64,EVE11600259760503130166:3235557940,AVCC-2015-00006315,24,24,32.294372892238236,-106.78443733682084,9tspdp1b,2015-08-09 02:18:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '24', 'Class': 'Vandalism', 'IRNumber': 'AVCC-2015-00006315', 'Crime': 'CRIM. DAMAGE TO PROP. <$1000', 'LocationType': 'Highway/Road/Alley', 'AddressOfCrime': 'S VALLEY DR/AVENIDA DE MESILLA, LAS CRUCES, NM, 88005', 'Accuracy': 'Intersection', 'TCoordinate': '0.0', 'XCoordinate': '-106.78443733682084', 'YCoordinate': '32.294372892238236', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 02:18:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '2.64', 'label': 'Vandalism'}}, 'CustomHtml': ''}"
EVE14542386412060186597:3235556454,2.82,EVE14542386412060186597:3235556454,AVCC-2015-00017781,17,17,32.31751368978872,-106.75970851021128,9tspfe5z,2015-08-09 01:54:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00017781', 'Crime': 'AUTO BURGLARY', 'AddressOfCrime': 'XX Pin Alley (1201 E AMADOR AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75970851021128', 'YCoordinate': '32.31751368978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-09 01:54:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.82', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE11896135732722498651:3235557956,5.52,EVE11896135732722498651:3235557956,AVCC-2015-00006305,9,9,32.345820621605746,-106.79507553402864,9tu01b6h,2015-08-08 20:50:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '9', 'Class': 'Assault - Simple', 'IRNumber': 'AVCC-2015-00006305', 'Crime': 'BATTERY', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': 'ST JOHNS MHP, 31XX EL, LAS CRUCES, NM 88007', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.79507553402864', 'YCoordinate': '32.345820621605746', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 20:50:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '5.52', 'label': 'Assault - Simple'}}, 'CustomHtml': ''}"
EVE13829982945962987726:3235557945,10.81,EVE13829982945962987726:3235557945,AVCC-2015-00006302,22,22,32.41248311575415,-106.64604279705004,9tu0mhw8,2015-08-08 19:58:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '22', 'Class': 'Disorderly Conduct', 'IRNumber': 'AVCC-2015-00006302', 'Crime': 'DISTURBANCE', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '94XX RIGEL ST, LAS CRUCES, NM 88012', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.64604279705004', 'YCoordinate': '32.41248311575415', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 19:58:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '10.81', 'label': 'Disorderly Conduct'}}, 'CustomHtml': ''}"
EVE12491055994559334067:3235556459,4.78,EVE12491055994559334067:3235556459,AVCC-2015-00017776,10,10,32.33316838978872,-106.79417111021128,9tspcy4f,2015-08-08 16:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00017776', 'Crime': 'BURGLARY OF A DWELLING', 'AddressOfCrime': '20XX EMBASSY DR, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.79417111021128', 'YCoordinate': '32.33316838978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 16:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '4.78', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE14507247093195815980:3235553444,8.73,EVE14507247093195815980:3235553444,AVCC-2015-00006292,26,26,32.38975164436206,-106.81552389650959,9tu03277,2015-08-08 12:22:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '26', 'Class': 'All Other - Non-Criminal', 'IRNumber': 'AVCC-2015-00006292', 'Crime': 'CRIMINAL TRESPASS', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '54XX ABETYA, DONA ANA, NM 88032', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.81552389650959', 'YCoordinate': '32.38975164436206', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 12:22:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '8.73', 'label': 'All Other - Non-Criminal'}}, 'CustomHtml': ''}"
EVE7593681689172543104:3235556601,2.68,EVE7593681689172543104:3235556601,AVCC-2015-00017728,17,17,32.31748828978872,-106.73579671021129,9tspg5jr,2015-08-08 12:09:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00017728', 'Crime': 'AUTO BURGLARY', 'AddressOfCrime': '7XX S TELSHOR BLVD, MVM, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.73579671021129', 'YCoordinate': '32.31748828978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 12:09:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.68', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE12691411433859487048:3235553679,7.25,EVE12691411433859487048:3235553679,AVCC-2015-00006285,24,24,32.36542249223823,-106.81383583682084,9tu017uw,2015-08-08 10:56:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '24', 'Class': 'Vandalism', 'IRNumber': 'AVCC-2015-00006285', 'Crime': 'CRIM. DAMAGE TO PROP. <$1000', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '8XX HUMMINGBIRD DR, LAS CRUCES, NM 88005', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.81383583682084', 'YCoordinate': '32.36542249223823', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 10:56:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '7.25', 'label': 'Vandalism'}}, 'CustomHtml': ''}"
EVE3298540429133520281:3235556615,3.55,EVE3298540429133520281:3235556615,AVCC-2015-00017716,17,17,32.33044578978872,-106.74677051021128,9tspfvt6,2015-08-08 10:36:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00017716', 'Crime': 'AUTO BURGLARY', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '19XX DEFIANCE RD, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.74677051021128', 'YCoordinate': '32.33044578978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 10:36:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '3.55', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE15134093139631545934:3235556598,4.44,EVE15134093139631545934:3235556598,AVCC-2015-00017722,17,17,32.33716138978872,-106.77570011021129,9tspfqb3,2015-08-08 10:15:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00017722', 'Crime': 'AUTO BURGLARY', 'AddressOfCrime': 'CENTURY 21 MOTEL, 24XX N MAIN ST, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.77570011021129', 'YCoordinate': '32.33716138978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 10:15:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '4.44', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE13813678263025137:3235553411,9.48,EVE13813678263025137:3235553411,AVCC-2015-00006277,9,9,32.40913211634789,-106.79493606036112,9tu03gfk,2015-08-08 02:48:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '9', 'Class': 'Assault - Simple', 'IRNumber': 'AVCC-2015-00006277', 'Crime': 'ASSAULT ON PEACE OFFICER', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '60XX DEVILS CLAW RD ( ECLIPSE RD, LAS CRUCES, NM 88012', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.79493606036112', 'YCoordinate': '32.40913211634789', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-08 02:48:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '9.48', 'label': 'Assault - Simple'}}, 'CustomHtml': ''}"
EVE8642577727720498649:3235553436,12.79,EVE8642577727720498649:3235553436,AVCC-2015-00006268,22,22,32.44389561575415,-106.64296489705005,9tu0t60z,2015-08-07 22:10:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '22', 'Class': 'Disorderly Conduct', 'IRNumber': 'AVCC-2015-00006268', 'Crime': 'DISTURBANCE', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '72XX FOX RD, LAS CRUCES, NM 88012', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.64296489705005', 'YCoordinate': '32.44389561575415', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-07 22:10:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '12.79', 'label': 'Disorderly Conduct'}}, 'CustomHtml': ''}"
EVE11818301601296968599:3235556998,4.21,EVE11818301601296968599:3235556998,AVCC-2015-00017682,10,10,32.339835889788716,-106.73576411021128,9tspgpm3,2015-08-07 21:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00017682', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '23XX CHEYENNE CT, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.73576411021128', 'YCoordinate': '32.339835889788716', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-07 21:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '4.21', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE3006463295069138467:3235553428,26.66,EVE3006463295069138467:3235553428,AVCC-2015-00006266,22,22,32.01773031575415,-106.40792489705004,9tsq4ssh,2015-08-07 20:41:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '22', 'Class': 'Disorderly Conduct', 'IRNumber': 'AVCC-2015-00006266', 'Crime': 'DISTURBANCE', 'LocationType': 'Commercial/Office Building', 'AddressOfCrime': 'STIRES MINI MART, 3XX MCCOMBS RD, CHAPARRAL, NM 88081', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.40792489705004', 'YCoordinate': '32.01773031575415', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-07 20:41:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '26.66', 'label': 'Disorderly Conduct'}}, 'CustomHtml': ''}"
EVE11757704143792070955:3235553731,1.59,EVE11757704143792070955:3235553731,AVCC-2015-00006253,9,9,32.25724789533972,-106.75148254787929,9tspdb3b,2015-08-07 12:16:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '9', 'Class': 'Assault - Simple', 'IRNumber': 'AVCC-2015-00006253', 'Crime': 'BATTERY AGAINST HOUSEHOLD MEMBER', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '48XX S MAIN ST, LAS CRUCES, NM 88001', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75148254787929', 'YCoordinate': '32.25724789533972', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-07 12:16:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '1.59', 'label': 'Assault - Simple'}}, 'CustomHtml': ''}"
EVE12978210409921237134:3235553753,12.23,EVE12978210409921237134:3235553753,AVCC-2015-00006247,12,12,32.11236068648257,-106.67284540561363,9tsnstgh,2015-08-07 09:42:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '12', 'Class': 'Theft', 'IRNumber': 'AVCC-2015-00006247', 'Crime': 'ALL OTHER LARCENIES', 'LocationType': 'Farm Facility', 'AddressOfCrime': '7XX HIGHWAY, LA MESA, NM 88044', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.67284540561363', 'YCoordinate': '32.11236068648257', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-07 09:42:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '12.23', 'label': 'Theft'}}, 'CustomHtml': ''}"
EVE1037496735877404857:3235553754,6.79,EVE1037496735877404857:3235553754,AVCC-2015-00006246,22,22,32.37744861575415,-106.73916949705004,9tu05n4u,2015-08-07 08:08:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '22', 'Class': 'Disorderly Conduct', 'IRNumber': 'AVCC-2015-00006246', 'Crime': 'DISTURBANCE', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': 'NORTHRISE DR/N SONOMA RANCH BLVD, LAS CRUCES, NM, 88012', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.73916949705004', 'YCoordinate': '32.37744861575415', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-07 08:08:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '6.79', 'label': 'Disorderly Conduct'}}, 'CustomHtml': ''}"
EVE2081244730343380280:3235555381,2.36,EVE2081244730343380280:3235555381,AVCC-2015-00017580,17,17,32.312692489788716,-106.75060581021128,9tspff6e,2015-08-06 21:00:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '17', 'Class': 'Burglary from Motor Vehicle', 'IRNumber': 'AVCC-2015-00017580', 'Crime': 'AUTO BURGLARY', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '9XX MAPLE ST, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.75060581021128', 'YCoordinate': '32.312692489788716', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-06 21:00:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '2.36', 'label': 'Burglary from Motor Vehicle'}}, 'CustomHtml': ''}"
EVE2729639438353773628:3235555474,9.09,EVE2729639438353773628:3235555474,AVCC-2015-00017548,10,10,32.40693578978872,-106.70588531021129,9tu07ge0,2015-08-06 19:27:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00017548', 'Crime': 'BURGLARY OF A DWELLING', 'LocationType': 'Residence/Apartment', 'AddressOfCrime': '52XX REXVIEW RD, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.70588531021129', 'YCoordinate': '32.40693578978872', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-06 19:27:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '9.09', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE7723769504344618320:3235555509,3.10,EVE7723769504344618320:3235555509,AVCC-2015-00017539,16,16,32.318404689788714,-106.76868621021129,9tspf7mk,2015-08-06 18:08:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '16', 'Class': 'Motor Vehicle Theft', 'IRNumber': 'AVCC-2015-00017539', 'Crime': 'UNLAWFUL TAKING OF MOTOR VEHICLE', 'AddressOfCrime': '3XX E ORGAN AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.76868621021129', 'YCoordinate': '32.318404689788714', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-06 18:08:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '3.10', 'label': 'Motor Vehicle Theft'}}, 'CustomHtml': ''}"
EVE17967333633173830485:3235555479,1.22,EVE17967333633173830485:3235555479,AVCC-2015-00017547,10,10,32.296779189788715,-106.74311571021128,9tspep2n,2015-08-06 17:35:00.000,NM0070100,Las Cruces Police Department (NM),"{'MOs': {'MO': {'UCRGroup': '10', 'Class': 'Burglary - Commercial', 'IRNumber': 'AVCC-2015-00017547', 'Crime': 'BURGLARY OF A DWELLING', 'AddressOfCrime': '16XX WYOMING AVE, NM', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.74311571021128', 'YCoordinate': '32.296779189788715', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-06 17:35:00.000', 'Agency': 'Las Cruces Police Department (NM)', 'Distance': '1.22', 'label': 'Burglary - Commercial'}}, 'CustomHtml': ''}"
EVE11858605977007846513:3235553718,4.55,EVE11858605977007846513:3235553718,AVCC-2015-00006224,12,12,32.30708788648256,-106.81369140561364,9tspc3kd,2015-08-06 16:35:00.000,NM0070000,Dona Ana County Sheriff's Office (NM),"{'MOs': {'MO': {'UCRGroup': '12', 'Class': 'Theft', 'IRNumber': 'AVCC-2015-00006224', 'Crime': 'ALL OTHER LARCENIES', 'LocationType': 'Governemnt Building or Property', 'AddressOfCrime': 'DASO Main Station, 8XX N MOTEL BLVD, LAS CRUCES, NM 88007', 'Accuracy': 'Address', 'TCoordinate': '0.0', 'XCoordinate': '-106.81369140561364', 'YCoordinate': '32.30708788648256', 'XOffset': '1', 'YOffset': '0', 'GeoCoded': '1', 'MoStamp': '0', 'DateTime': '2015-08-06 16:35:00.000', 'Agency': ""Dona Ana County Sheriff's Office (NM)"", 'Distance': '4.55', 'label': 'Theft'}}, 'CustomHtml': ''}"
